P_index,P_url,proj_repeat
145,https://www.freelancer.com/projects/data-entry/list-apartments-our-site/,5
146,https://www.freelancer.com/projects/graphic-design/design-mobile-app-screens-based-16980816/,5
147,https://www.freelancer.com/projects/c-programming/shell-linux/,0
148,https://www.freelancer.com/projects/mobile-phone/conversion-tool-windows-phone-android/,5
149,https://www.freelancer.com/projects/graphic-design/design-mobile-app-screens-based-16970341/,5
150,https://www.freelancer.com/projects/mobile-phone/development-help-needed-make-last/,0
151,https://www.freelancer.com/projects/seo/set-drop-shipping-our-shopify/,0
152,https://www.freelancer.com/projects/graphic-design/complex-sewing-patterns-for-clothing/,2
153,https://www.freelancer.com/projects/graphic-design/drawing-space-craft/,0
154,https://www.freelancer.com/projects/rendering/modelling-objects-for-unity-mobile/,5
155,https://www.freelancer.com/projects/internet-marketing/improve-google-adwords-campaign/,5
156,https://www.freelancer.com/projects/php/email-address-verifier-16906520/,0
157,https://www.freelancer.com/projects/php/fix-phpmyadmin-curl-after-updating/,5
158,https://www.freelancer.com/projects/php/reinstall-reactivate-ssh-change/,5
159,https://www.freelancer.com/projects/php/web-development-16871231/,0
160,https://www.freelancer.com/projects/articles/research-creative-writing-with-photos/,5
161,https://www.freelancer.com/projects/python/automatic-detection-bike-riders-without/,5
162,https://www.freelancer.com/projects/articles/listicle-rewriters-needed-edt/,0
163,https://www.freelancer.com/projects/php/myspace-music-reposted-edt/,5
164,https://www.freelancer.com/projects/mysql/build-small-desktop-application-for/,0
165,https://www.freelancer.com/projects/research-writing/matlab-project-16779538/,5
166,https://www.freelancer.com/projects/excel/analytics-optimization-analysis/,0
167,https://www.freelancer.com/projects/graphic-design/make-modification-resume/,5
168,https://www.freelancer.com/projects/php/build-wordpress-website-adult-content/,1
169,https://www.freelancer.com/projects/graphic-design/want-get-illustration-completed/,1
170,https://www.freelancer.com/projects/software-architecture/vehicle-that-navigates-audio/,0
171,https://www.freelancer.com/projects/electrical-engineering/egg-incubator-thermostat-controller/,5
172,https://www.freelancer.com/projects/video-editing/cut-merge-videos-from-our/,5
173,https://www.freelancer.com/projects/graphic-design/graphic-designer-available-for-random/,5
174,https://www.freelancer.com/projects/research/customer-feedback-report/,5
175,https://www.freelancer.com/projects/mobile-phone/mobile-apps-for-events-management/,5
176,https://www.freelancer.com/projects/mobile-phone/app-design-16703956/,1
177,https://www.freelancer.com/projects/php/integrate-javascript-popup-with/,0
178,https://www.freelancer.com/projects/mobile-phone/adventure-farm-tour-guide-android/,2
179,https://www.freelancer.com/projects/php/fix-exiting-social-network-site-16665245/,5
180,https://www.freelancer.com/projects/php/fix-exiting-social-network-site/,0
181,https://www.freelancer.com/projects/ios-development/interaction-log-for-apple-watch/,3
182,https://www.freelancer.com/projects/english-us/need-someone-proof-read-make/,0
183,https://www.freelancer.com/projects/c-programming/bridge-tcp-servers/,2
184,https://www.freelancer.com/projects/electronics/tensorflow-object-recognition/,5
185,https://www.freelancer.com/projects/python/tensorflow-object-recognition-raspberry/,5
186,https://www.freelancer.com/projects/c-programming/double-ended-stack/,5
187,https://www.freelancer.com/projects/programming/provide-filament-length-from-stl/,0
188,https://www.freelancer.com/projects/java/bit-byte-padding-conversion-python/,5
189,https://www.freelancer.com/projects/ghostwriting/writer-for-biography/,0
190,https://www.freelancer.com/projects/content-writing/understanding-the-industry/,5
191,https://www.freelancer.com/projects/sql/workorder-database/,5
192,https://www.freelancer.com/projects/php/troubleshooting-16585935/,5
193,https://www.freelancer.com/projects/graphic-design/online-interactive-proposal/,5
194,https://www.freelancer.com/projects/logo-design/need-logo-designer-16585062/,1
195,https://www.freelancer.com/projects/data-entry/would-like-hire-woocommerce-expert/,0
196,https://www.freelancer.com/projects/internet-marketing/seo-google-adwords-16580226/,2
197,https://www.freelancer.com/projects/internet-marketing/seo-for-ico-cryptocurrency-project/,2
198,https://www.freelancer.com/projects/software-architecture/data-structures-16578818/,1
199,https://www.freelancer.com/projects/php/fix-php-error-wordpress/,2
200,https://www.freelancer.com/projects/excel/website-classification/,0
201,https://www.freelancer.com/projects/electrical-engineering/digital-electronics-16565216/,4
202,https://www.freelancer.com/projects/php/dunngrowingchild/,0
203,https://www.freelancer.com/projects/technical-writing/computer-service-clientele/,1
206,https://www.freelancer.com/projects/logo-design/mining-technologies-research-fellowship-16539484/,0
207,https://www.freelancer.com/projects/software-architecture/fix-broken-yum-easyapache-cpanel/,5
208,https://www.freelancer.com/projects/articles/beauty-grey/,0
209,https://www.freelancer.com/projects/php/solving-issues-native-app-connected/,5
210,https://www.freelancer.com/projects/php/fix-some-issues-wpml/,5
211,https://www.freelancer.com/projects/r/design-data-architecture-for-project/,5
212,https://www.freelancer.com/projects/software-architecture/kiosk-client-payment-software-retail/,0
213,https://www.freelancer.com/projects/system-admin/helpdesk-engineer/,0
214,https://www.freelancer.com/projects/software-architecture/small-program-java-using-double/,3
215,https://www.freelancer.com/projects/java/dqueue-methods-stack/,0
216,https://www.freelancer.com/projects/articles/content-writer-16444945/,0
217,https://www.freelancer.com/projects/php/build-android-app-16440511/,5
218,https://www.freelancer.com/projects/php/online-payroll-system-16417073/,1
219,https://www.freelancer.com/projects/php/modificar-linea-digo-javascript/,5
220,https://www.freelancer.com/projects/essay-writing/the-russian-revolution-essay/,0
221,https://www.freelancer.com/projects/php/need-carwash-scheduling-based-app/,5
222,https://www.freelancer.com/projects/graphic-design/lottory-website-application/,5
223,https://www.freelancer.com/projects/html/need-line-script-fixed-for/,0
224,https://www.freelancer.com/projects/php/build-native-android-app/,5
225,https://www.freelancer.com/projects/programming/need-programmer-that-willing-stay/,1
226,https://www.freelancer.com/projects/php/custom-online-store/,5
227,https://www.freelancer.com/projects/php/need-website-developer-for-tournaments/,5
228,https://www.freelancer.com/projects/wordpress/need-wordpress-expert-send-user/,5
229,https://www.freelancer.com/projects/graphic-design/design-souncloud-poster/,0
230,https://www.freelancer.com/projects/php/need-wordpress-expert-send-user/,5
231,https://www.freelancer.com/projects/amazon-web-services/email-deliverability-server-settings/,1
232,https://www.freelancer.com/projects/php/script-for-lawyer/,1
233,https://www.freelancer.com/projects/php/script-for-lawyers/,1
234,https://www.freelancer.com/projects/mobile-phone/simple-ios-app-capture-upload-16260734/,1
235,https://www.freelancer.com/projects/articles/page-off-page-seo-feb/,5
236,https://www.freelancer.com/projects/internet-marketing/find-leads-facebook-other-social/,5
237,https://www.freelancer.com/projects/software-architecture/write-some-software-16226285/,0
238,https://www.freelancer.com/projects/mobile-phone/simple-ios-app-capture-upload/,1
239,https://www.freelancer.com/projects/software-architecture/design-coding-developed-java-that/,2
240,https://www.freelancer.com/projects/javascript/twilio-dialogflow-api-node/,0
241,https://www.freelancer.com/projects/threed-modelling/would-like-hire-modeler-stick/,1
242,https://www.freelancer.com/projects/unity-3d/hospital-room/,3
243,https://www.freelancer.com/projects/graphic-design/ethereum-ico/,4
244,https://www.freelancer.com/projects/php/server-error/,0
245,https://www.freelancer.com/projects/assembly/part-time-bench-break-fix/,0
246,https://www.freelancer.com/projects/accounting/looking-for-auditor-company-secretary-16128255/,5
247,https://www.freelancer.com/projects/php/mobile-app-for-ios-android-16125057/,1
248,https://www.freelancer.com/projects/angular-js/need-ionic-coder/,0
249,https://www.freelancer.com/projects/php/build-the-school-game-assassin/,2
250,https://www.freelancer.com/projects/php/management-system-with-gps-attendance/,4
251,https://www.freelancer.com/projects/php/create-script-pull-table-plus/,5
252,https://www.freelancer.com/projects/video-services/looking-for-experienced-video-editor-16082898/,0
253,https://www.freelancer.com/projects/codeigniter/project-for-abbas-rebuild-trading/,5
254,https://www.freelancer.com/projects/autocad/autocad-design-16062072/,4
255,https://www.freelancer.com/projects/graphic-design/rails-developer-with-great-skills/,3
256,https://www.freelancer.com/projects/php/asian-handicap-betexplorer-betting/,5
257,https://www.freelancer.com/projects/php/extend-wordpress-plugin-sorting-criteria/,0
258,https://www.freelancer.com/projects/php/create-additional-wordpress-sorting/,5
259,https://www.freelancer.com/projects/marketing/needed-freelancer-indonesia-for-papi/,0
260,https://www.freelancer.com/projects/articles/write-new-seo-friendly-website/,5
261,https://www.freelancer.com/projects/javascript/need-online-designing-functionality-for/,2
262,https://www.freelancer.com/projects/internet-marketing/website-seo-16005147/,4
263,https://www.freelancer.com/projects/iphone/custom-webview-ios/,5
264,https://www.freelancer.com/projects/articles/help-write-something-15940444/,0
265,https://www.freelancer.com/projects/copywriting/professionally-written-resume-linkedin/,1
266,https://www.freelancer.com/projects/cplusplus-programming/compiling-gamefile/,0
267,https://www.freelancer.com/projects/excel/transcribe-bank-statement-into-excel/,1
268,https://www.freelancer.com/projects/programming/build-updated-version-program-reverse/,1
269,https://www.freelancer.com/projects/mobile-phone/android-developer-15872328/,0
270,https://www.freelancer.com/projects/php/woocommerce-website-with-flash-sale/,5
271,https://www.freelancer.com/projects/marketing/urgent-looking-for-experience/,0
272,https://www.freelancer.com/projects/php/developb-android-ios-progressive-web/,0
273,https://www.freelancer.com/projects/python/python-project-rock-paper-scissors/,3
274,https://www.freelancer.com/projects/excel/income-statement-profit-loss-statement-15833520/,2
275,https://www.freelancer.com/projects/excel/income-statement-profit-loss-statement/,5
276,https://www.freelancer.com/projects/articles/project-for-stella-15829008/,5
277,https://www.freelancer.com/projects/php/php-admin-project/,5
278,https://www.freelancer.com/projects/articles/essay-type-question/,5
279,https://www.freelancer.com/projects/php/shopify-developer-for-customized-feature/,5
280,https://www.freelancer.com/projects/php/need-lms-est/,5
281,https://www.freelancer.com/projects/c-programming/emmulator/,0
282,https://www.freelancer.com/projects/mobile-phone/add-urban-airship-push-notification-15780940/,5
283,https://www.freelancer.com/projects/mobile-phone/add-urban-airship-push-notification/,5
284,https://www.freelancer.com/projects/legal-research/easement-research/,1
285,https://www.freelancer.com/projects/graphic-design/website-development-integrated-with/,1
286,https://www.freelancer.com/projects/software-architecture/complete-current-python-scraper-for-15759569/,5
287,https://www.freelancer.com/projects/internet-marketing/new-seo-for-new-online-15746457/,1
288,https://www.freelancer.com/projects/internet-marketing/new-seo-for-new-online/,0
289,https://www.freelancer.com/projects/php/ebay-bidding-project-automation/,1
290,https://www.freelancer.com/projects/mobile-phone/build-prototype-demo/,2
291,https://www.freelancer.com/projects/software-architecture/complete-current-python-scraper-for/,5
292,https://www.freelancer.com/projects/php/hire-backend-developer-for-mobile/,5
293,https://www.freelancer.com/projects/graphic-design/clan-geek-blog-logo-design/,0
294,https://www.freelancer.com/projects/software-architecture/complete-our-python-scraper-for/,5
295,https://www.freelancer.com/projects/software-architecture/completing-our-python-scraper-for/,5
296,https://www.freelancer.com/projects/web-scraping/autobot-needs-building/,5
297,https://www.freelancer.com/projects/graphic-design/ios-android-app-design-for/,3
298,https://www.freelancer.com/projects/graphic-design/web-development-15680584/,0
299,https://www.freelancer.com/projects/articles/write-essay-15675619/,5
300,https://www.freelancer.com/projects/slogans/north-carolina/,0
301,https://www.freelancer.com/projects/php/fix-errors-wordpress-website-backend/,1
302,https://www.freelancer.com/projects/articles/interview-typing/,0
303,https://www.freelancer.com/projects/linux/pfsense-firewall-support/,4
304,https://www.freelancer.com/projects/copywriting/help-edit-format-publish-your/,4
305,https://www.freelancer.com/projects/software-architecture/create-mac-compatible-application-for/,5
306,https://www.freelancer.com/projects/market-research/help-with-market-intelligence/,0
307,https://www.freelancer.com/projects/rendering/some-modelling-15622540/,0
308,https://www.freelancer.com/projects/graphic-design/web-development-15622558/,0
309,https://www.freelancer.com/projects/sketching/sketches-sci-submarine-for-game/,3
310,https://www.freelancer.com/projects/mobile-phone/android-application-compatibility/,5
311,https://www.freelancer.com/projects/php/urgent-fix-wordpress-plugins/,5
312,https://www.freelancer.com/projects/c-programming/stm-usb-device-project-part/,1
313,https://www.freelancer.com/projects/wordpress/looking-for-blogger-writer-create/,0
314,https://www.freelancer.com/projects/html/video-player-required-for-website/,5
315,https://www.freelancer.com/projects/php/refactor-react-site/,4
316,https://www.freelancer.com/projects/software-architecture/assignment-programming-languages/,1
317,https://www.freelancer.com/projects/php/simple-programmer-needed-15524647/,5
318,https://www.freelancer.com/projects/php/simple-programmer-needed/,5
319,https://www.freelancer.com/projects/graphic-design/hire-logo-designer-15504798/,1
320,https://www.freelancer.com/projects/c-programming/solve-problem-regarding-computer/,5
321,https://www.freelancer.com/projects/php/redesign-php-web-site-app/,2
322,https://www.freelancer.com/projects/mobile-phone/hybrid-survey-like-mobile-app/,5
323,https://www.freelancer.com/projects/php/magento-site-debugging/,5
324,https://www.freelancer.com/projects/academic-writing/write-cultural-interview/,0
325,https://www.freelancer.com/projects/graphic-design/graphic-design-improvement-iphone-app/,5
326,https://www.freelancer.com/projects/php/fix-theme-wordpress-website/,1
327,https://www.freelancer.com/projects/articles/writers-wanted-writers-only/,0
328,https://www.freelancer.com/projects/mobile-phone/xamarin-forms-mobile-app-api/,5
329,https://www.freelancer.com/projects/mobile-phone/poll-like-mobile-app-xamarin/,5
330,https://www.freelancer.com/projects/graphic-design/provide-unique-web-page-templates/,2
331,https://www.freelancer.com/projects/php/wordpress-site-needs-improvement-15406927/,2
332,https://www.freelancer.com/projects/ghostwriting/hire-ghostwriter-15402201/,0
333,https://www.freelancer.com/projects/php/need-simple-wordpress-website-that/,5
334,https://www.freelancer.com/projects/graphic-design/airdropalerts-com-clone/,3
335,https://www.freelancer.com/projects/marketing/creative-writer-needed-for-paragraph/,0
336,https://www.freelancer.com/projects/virtual-assistant/hire-crm-research-analyst/,0
337,https://www.freelancer.com/projects/graphic-design/besoin-nouveau-site-internet-15352415/,5
338,https://www.freelancer.com/projects/web-crawling/web-crawler-that-appends-csv/,0
339,https://www.freelancer.com/projects/sales/sales-marketing-15321694/,1
340,https://www.freelancer.com/projects/html/gps-tracking-website/,1
341,https://www.freelancer.com/projects/php/gps-tracking-website-15313584/,1
342,https://www.freelancer.com/projects/research-writing/assignment-15311147/,1
343,https://www.freelancer.com/projects/c-programming/integration-new-cipher-suite-mbedtls-15304111/,2
344,https://www.freelancer.com/projects/accounting/accounting-academic-writing-segment/,5
345,https://www.freelancer.com/projects/angular-js/need-hire-powerful-freelancers/,0
346,https://www.freelancer.com/projects/graphic-design/converting-sales-document-from-pdf/,0
347,https://www.freelancer.com/projects/articles/other-not-sure-15279479/,0
348,https://www.freelancer.com/projects/articles/help-write-something-15276987/,0
349,https://www.freelancer.com/projects/internet-research/permanent-part-time-dating-chat/,5
350,https://www.freelancer.com/projects/html/develop-script-for-legal-allowed/,2
351,https://www.freelancer.com/projects/data-processing/analyze-some-data-15233128/,0
352,https://www.freelancer.com/projects/php/need-powershell-script-launch-web/,2
353,https://www.freelancer.com/projects/book-writing/survivor-incompetence/,0
354,https://www.freelancer.com/projects/mobile-phone/create-mobile-website-15215387/,3
355,https://www.freelancer.com/projects/sales/help-sell-product-ebook/,1
356,https://www.freelancer.com/projects/ebay/create-ebay-listings/,1
357,https://www.freelancer.com/projects/php/develop-live-chat-module-laravel/,5
358,https://www.freelancer.com/projects/wordpress/url-rewriter-plugin-wordpress/,5
359,https://www.freelancer.com/projects/graphic-design/project-for-site-like-madbid-15181469/,4
360,https://www.freelancer.com/projects/website-design/hire-magento-developer-help-teak/,5
361,https://www.freelancer.com/projects/research-writing/summarize-survey-results/,5
362,https://www.freelancer.com/projects/amazon-web-services/build-priceyak-alternative/,0
363,https://www.freelancer.com/projects/graphic-design/mobile-app-website-integrated-later/,1
364,https://www.freelancer.com/projects/php/custom-changes-php-core-website/,5
365,https://www.freelancer.com/projects/copy-editing/professional-editor-wanted-copy-edit/,1
366,https://www.freelancer.com/projects/php/fix-issue-with-php-iis/,5
367,https://www.freelancer.com/projects/php/changes-custom-core-php-website/,5
368,https://www.freelancer.com/projects/website-design/corrections-website-15076404/,5
369,https://www.freelancer.com/projects/php/custom-auction-deal-ecommerce-module/,3
370,https://www.freelancer.com/projects/php/write-domain-catcher-api/,1
371,https://www.freelancer.com/projects/php/develop-click-call-using-plivo/,1
372,https://www.freelancer.com/projects/php/website-troubleshooting-development/,1
373,https://www.freelancer.com/projects/html/mobile-development-15014591/,0
374,https://www.freelancer.com/projects/wordpress/need-updates-exsisting-website/,3
375,https://www.freelancer.com/projects/graphic-design/would-like-hire-designer-14988994/,0
377,https://www.freelancer.com/projects/mysql/php-mysql-web-based-timesheet/,0
378,https://www.freelancer.com/projects/microsoft-outlook/help-move-emails-between-pst/,5
379,https://www.freelancer.com/projects/javascript/javascript-jquery-assistance-required/,4
380,https://www.freelancer.com/projects/php/custom-wordpress-questions-app-auto/,5
381,https://www.freelancer.com/projects/php/create-web-app-with-php/,5
382,https://www.freelancer.com/projects/mobile-phone/build-very-simple-iphone-app/,5
383,https://www.freelancer.com/projects/c-programming/student-projects-engineering/,0
384,https://www.freelancer.com/projects/data-entry/cart-products-creating-listings-for/,5
385,https://www.freelancer.com/projects/articles/travel-author-copywriter/,1
386,https://www.freelancer.com/projects/article-rewriting/write-some-articles-14859518/,0
387,https://www.freelancer.com/projects/php/magento-store-chimic/,5
388,https://www.freelancer.com/projects/internet-marketing/would-like-hire-marketing-specialist-14829600/,2
389,https://www.freelancer.com/projects/product-design/would-like-hire-electrical-engineer-14825639/,0
390,https://www.freelancer.com/projects/google-maps-api/google-maps-symbols/,0
391,https://www.freelancer.com/projects/data-entry/hire-virtual-assistant-14814498/,5
392,https://www.freelancer.com/projects/sharepoint/create-sharepoint-site-that-functions/,2
